Player Name,Player ID
James Harden,hardeja01
Paul George,georgpa01
Giannis Antetokounmpo,antetgi01
Joel Embiid,embiijo01
LeBron James,jamesle01
Stephen Curry,curryst01
Devin Booker,bookede01
Kawhi Leonard,leonaka01
Kevin Durant,duranke01
Anthony Davis,davisan02
Damian Lillard,lillada01
Bradley Beal,bealbr01
Kemba Walker,walkeke02
Blake Griffin,griffbl01
Karl-Anthony Towns,townska01
Kyrie Irving,irvinky01
Donovan Mitchell,mitchdo01
Zach LaVine,lavinza01
Russell Westbrook,westbru01
Klay Thompson,thompkl01
Julius Randle,randlju01
LaMarcus Aldridge,aldrila01
DeMar DeRozan,derozde01
Luka Doncic,doncilu01
Jrue Holiday,holidjr01
Mike Conley,conlemi01
D'Angelo Russell,russeda01
CJ McCollum,mccolcj01
Nikola Vucevic,vucevni01
Buddy Hield,hieldbu01
John Wall,walljo01
Nikola Jokic,jokicni01
Tobias Harris,harrito02
JaKarr Sampson,sampsja02
Lou Williams,willilo02
Danilo Gallinari,gallida01
John Collins,collijo01
Trae Young,youngtr01
Victor Oladipo,oladivi01
Jimmy Butler,butleji01
Kyle Kuzma,kuzmaky01
Lauri Markkanen,markkla01
Brandon Ingram,ingrabr01
Khris Middleton,middlkh01
Jamal Murray,murraja01
Tim Hardaway Jr.,hardati02
JJ Redick,redicjj01
Andrew Wiggins,wiggian01
Bojan Bogdanovic,bogdabo02
Derrick Rose,rosede01
T.J. Warren,warretj01
Andre Drummond,drumman01
De'Aaron Fox,foxde01
R.J. Hunter,hunterj01
Kevin Love,loveke01
Pascal Siakam,siakapa01
Ben Simmons,simmobe01
Jordan Clarkson,clarkjo01
Spencer Dinwiddie,dinwisp01
Collin Sexton,sextoco01
Clint Capela,capelca01
Montrezl Harrell,harremo01
Josh Richardson,richajo01
Harrison Barnes,barneha02
Deandre Ayton,aytonde01
DeMarcus Cousins,couside01
Eric Gordon,gordoer01
Aaron Gordon,gordoaa01
Eric Bledsoe,bledser01
Rudy Gobert,goberru01
Jayson Tatum,tatumja01
Jonas Valanciunas,valanjo01
Malcolm Brogdon,brogdma01
Jusuf Nurkic,nurkiju01
Chris Paul,paulch01
Dennis Schroder,schrode01
Reggie Jackson,jacksre01
Jeremy Lamb,lambje01
Kelly Oubre Jr.,oubreke01
Nikola Mirotic,mirotni01
Evan Fournier,fournev01
Terrence Ross,rosste01
Serge Ibaka,ibakase01
Dwyane Wade,wadedw01
Marvin Bagley III,baglema01
Emmanuel Mudiay,mudiaem01
Jabari Parker,parkeja01
Walt Lemon Jr.,lemonwa01
Bobby Portis,portibo01
Kyle Lowry,lowryky01
Bogdan Bogdanovic,bogdabo01
Domantas Sabonis,sabondo01
Otto Porter Jr.,porteot01
Steven Adams,adamsst01
Marcus Morris,morrima03
Jaren Jackson Jr.,jacksja02
Enes Freedom,kanteen01
Goran Dragic,dragigo01
Rudy Gay,gayru01
Joe Harris,harrijo01
Caris LeVert,leverca01
Marc Gasol,gasolma01
Dennis Smith Jr.,smithde03
Jerami Grant,grantje01
Al Horford,horfoal01
Taurean Prince,princta02
Carmelo Anthony,anthoca01
Robert Covington,covinro01
Myles Turner,turnemy01
Jaylen Brown,brownja02
Cedi Osman,osmande01
Gary Harris,harriga01
Dwight Howard,howardw01
Kevin Knox,knoxke01
Ricky Rubio,rubiori01
Paul Millsap,millspa01
Justise Winslow,winslju01
Thaddeus Young,youngth01
Trevor Ariza,arizatr01
Brook Lopez,lopezbr01
Jeff Green,greenje02
Hassan Whiteside,whiteha01
Wesley Matthews,matthwe02
Joe Ingles,inglejo01
Jeff Teague,teaguje01
JaVale McGee,mcgeeja01
Dion Waiters,waitedi01
Willie Cauley-Stein,caulewi01
Jae Crowder,crowdja01
E'Twaun Moore,mooreet01
Derrick Favors,favorde01
Bryn Forbes,forbebr01
D.J. Augustin,augusdj01
Kent Bazemore,bazemke01
Will Barton,bartowi01
Gordon Hayward,haywago01
Josh Jackson,jacksjo02
Kentavious Caldwell-Pope,caldwke01
Reggie Bullock,bullore01
Malik Beasley,beaslma01
Kris Dunn,dunnkr01
Rodney Hood,hoodro01
Darren Collison,collida01
DeMarre Carroll,carrode01
Alex Len,lenal01
DeAndre Jordan,jordade01
Fred VanVleet,vanvlfr01
Trey Burke,burketr01
Tyler Johnson,johnsty01
Jarrett Allen,allenja01
J.J. Barea,bareajo01
Tristan Thompson,thomptr01
Allonzo Trier,trieral01
Dewayne Dedmon,dedmode01
Taj Gibson,gibsota01
Shai Gilgeous-Alexander,gilgesh01
Damyean Dotson,dotsoda01
Dario Saric,saricda01
Elfrid Payton,paytoel01
Dwight Powell,poweldw01
Justin Holiday,holidju01
Marco Belinelli,belinma01
Thomas Bryant,bryanth01
Kenneth Faried,farieke01
Monte Morris,morrimo01
Wayne Ellington,ellinwa01
Wendell Carter Jr.,cartewe01
Danny Green,greenda02
Tyreke Evans,evansty01
Marvin Williams,willima02
Cody Zeller,zelleco01
Kelly Olynyk,olynyke01
Avery Bradley,bradlav01
Kadeem Allen,allenka01
Lonzo Ball,balllo01
Patty Mills,millspa02
Derrick White,whitede01
Kevin Huerter,huertke01
Luke Kennard,kennalu01
Jeremy Lin,linje01
Nemanja Bjelica,bjeline01
Allen Crabbe,crabbal01
Jonathan Isaac,isaacjo01
Robin Lopez,lopezro01
Tony Parker,parketo01
Markieff Morris,morrima02
JaMychal Green,greenja01
Al-Farouq Aminu,aminual01
Danuel House Jr.,houseda01
Larry Nance Jr.,nancela02
Shabazz Napier,napiesh01
Nicolas Batum,batumni01
Jalen Brunson,brunsja01
Alex Caruso,carusal01
Gerald Green,greenge01
Rajon Rondo,rondora01
Landry Shamet,shamela01
Terry Rozier,roziete01
Ivica Zubac,zubaciv01
Bam Adebayo,adebaba01
Rondae Hollis-Jefferson,holliro01
Malik Monk,monkma01
Tomas Satoransky,satorto01
Marcus Smart,smartma01
Ish Smith,smithis01
Alec Burks,burksal01
Mario Hezonja,hezonma01
Delon Wright,wrighde01
Kyle Korver,korveky01
Frank Kaminsky,kaminfr01
Norman Powell,powelno01
Rodions Kurucs,kurucro01
Trey Lyles,lylestr01
DeAndre' Bembry,bembrde01
Langston Galloway,gallola01
Noah Vonleh,vonleno01
Mikal Bridges,bridgmi01
Bruno Caboclo,cabocbr01
Christian Wood,woodch01
Markelle Fultz,fultzma01
Richaun Holmes,holmeri01
Darius Miller,milleda01
Jahlil Okafor,okafoja01
Austin Rivers,riverau01
Frank Jackson,jacksfr01
Isaiah Thomas,thomais02
Kyle Anderson,anderky01
Davis Bertans,bertada01
Jamal Crawford,crawfja01
Seth Curry,curryse01
Garrett Temple,templga01
Josh Hart,hartjo01
James Johnson,johnsja01
Mason Plumlee,plumlma01
Ante Zizic,zizican01
Tyler Zeller,zellety01
Maurice Harkless,harklma01
Josh Okogie,okogijo01
George Hill,hillge01
Patrick Beverley,beverpa01
Jake Layman,laymaja01
Rodney McGruder,mcgruro01
Iman Shumpert,shumpim01
Shelvin Mack,macksh01
Miles Bridges,bridgmi02
Dillon Brooks,brookdi01
Dorian Finney-Smith,finnedo01
Chandler Parsons,parsoch01
Vince Carter,cartevi01
Draymond Green,greendr01
Boban Marjanovic,marjabo01
Dwayne Bacon,bacondw01
Antonio Blakeney,blakean01
Willy Hernangomez,hernawi01
Doug McDermott,mcderdo01
Dirk Nowitzki,nowitdi01
Mitchell Robinson,robinmi01
P.J. Tucker,tuckepj01
Justin Jackson,jacksju01
Lance Stephenson,stephla01
Luol Deng,denglu01
Joakim Noah,noahjo01
Mike Muscala,muscami01
OG Anunoby,anunoog01
Michael Beasley,beaslmi01
