Player Name,Player ID
Stephen Curry,curryst01
James Harden,hardeja01
Kevin Durant,duranke01
DeMarcus Cousins,couside01
LeBron James,jamesle01
Damian Lillard,lillada01
Anthony Davis,davisan02
DeMar DeRozan,derozde01
Russell Westbrook,westbru01
Paul George,georgpa01
Isaiah Thomas,thomais02
Klay Thompson,thompkl01
Carmelo Anthony,anthoca01
Blake Griffin,griffbl01
Kawhi Leonard,leonaka01
Kyle Lowry,lowryky01
Jimmy Butler,butleji01
Kemba Walker,walkeke02
CJ McCollum,mccolcj01
Andrew Wiggins,wiggian01
Brook Lopez,lopezbr01
Eric Bledsoe,bledser01
John Wall,walljo01
Gordon Hayward,haywago01
Kyrie Irving,irvinky01
Brandon Knight,knighbr03
Danilo Gallinari,gallida01
Chris Paul,paulch01
Chris Bosh,boshch01
Dwyane Wade,wadedw01
Reggie Jackson,jacksre01
Dirk Nowitzki,nowitdi01
Karl-Anthony Towns,townska01
Khris Middleton,middlkh01
Nikola Vucevic,vucevni01
LaMarcus Aldridge,aldrila01
Kobe Bryant,bryanko01
Jahlil Okafor,okafoja01
Bradley Beal,bealbr01
Rudy Gay,gayru01
Paul Millsap,millspa01
Ryan Anderson,anderry01
Giannis Antetokounmpo,antetgi01
Jrue Holiday,holidjr01
Marc Gasol,gasolma01
Pau Gasol,gasolpa01
Derrick Favors,favorde01
Derrick Rose,rosede01
JJ Redick,redicjj01
Andre Drummond,drumman01
Kevin Love,loveke01
Victor Oladipo,oladivi01
Jeff Teague,teaguje01
Jordan Clarkson,clarkjo01
Evan Fournier,fournev01
Mike Conley,conlemi01
Greg Monroe,monrogr01
Zach Randolph,randoza01
Lou Williams,willilo02
Avery Bradley,bradlav01
Tyreke Evans,evansty01
Eric Gordon,gordoer01
Al Horford,horfoal01
Thaddeus Young,youngth01
Nicolas Batum,batumni01
Tobias Harris,harrito02
Kentavious Caldwell-Pope,caldwke01
Rodney Hood,hoodro01
Will Barton,bartowi01
Kristaps Porzingis,porzikr01
Jamal Crawford,crawfja01
Jae Crowder,crowdja01
Hassan Whiteside,whiteha01
Goran Dragic,dragigo01
Marcus Morris,morrima03
Jabari Parker,parkeja01
Deron Williams,willide01
Darren Collison,collida01
Draymond Green,greendr01
Zach LaVine,lavinza01
Devin Booker,bookede01
Monta Ellis,ellismo01
Dwight Howard,howardw01
Chandler Parsons,parsoch01
Marcin Gortat,gortama01
Alec Burks,burksal01
D'Angelo Russell,russeda01
Dahntay Jones,jonesda02
Arron Afflalo,afflaar01
Michael Beasley,beaslmi01
Robert Covington,covinro01
Jarrett Jack,jackja01
Emmanuel Mudiay,mudiaem01
Jonas Valanciunas,valanjo01
Trevor Ariza,arizatr01
Enes Freedom,kanteen01
DeAndre Jordan,jordade01
Michael Kidd-Gilchrist,kiddgmi01
Ish Smith,smithis01
Serge Ibaka,ibakase01
Kenneth Faried,farieke01
Wesley Matthews,matthwe02
J.R. Smith,smithjr01
Luol Deng,denglu01
Gary Harris,harriga01
Joe Johnson,johnsjo02
Mirza Teletovic,teletmi01
George Hill,hillge01
Markieff Morris,morrima02
Al Jefferson,jeffeal01
Tony Parker,parketo01
Rajon Rondo,rondora01
Omri Casspi,casspom01
C.J. Miles,milescj01
Nikola Mirotic,mirotni01
Jeff Green,greenje02
Harrison Barnes,barneha02
Jeremy Lin,linje01
Marvin Williams,willima02
Kent Bazemore,bazemke01
Otto Porter Jr.,porteot01
Michael Carter-Williams,cartemi01
Jordan Hamilton,hamiljo02
Julius Randle,randlju01
Bojan Bogdanovic,bogdabo02
Sean Kilpatrick,kilpase01
Nerlens Noel,noelne01
Isaiah Canaan,canaais01
DeMarre Carroll,carrode01
Dennis Schroder,schrode01
T.J. Warren,warretj01
J.J. Barea,bareajo01
Elfrid Payton,paytoel01
Trey Burke,burketr01
Norris Cole,coleno01
