Player Name,Player ID
James Harden,hardeja01
Anthony Davis,davisan02
LeBron James,jamesle01
Giannis Antetokounmpo,antetgi01
Damian Lillard,lillada01
Stephen Curry,curryst01
Kevin Durant,duranke01
Russell Westbrook,westbru01
DeMarcus Cousins,couside01
Devin Booker,bookede01
Kyrie Irving,irvinky01
LaMarcus Aldridge,aldrila01
Victor Oladipo,oladivi01
DeMar DeRozan,derozde01
Joel Embiid,embiijo01
Kristaps Porzingis,porzikr01
Bradley Beal,bealbr01
Lou Williams,willilo02
Jimmy Butler,butleji01
Kemba Walker,walkeke02
Paul George,georgpa01
Blake Griffin,griffbl01
CJ McCollum,mccolcj01
Karl-Anthony Towns,townska01
Donovan Mitchell,mitchdo01
MarShon Brooks,brookma01
Khris Middleton,middlkh01
Klay Thompson,thompkl01
T.J. Warren,warretj01
Tyreke Evans,evansty01
Dennis Schroder,schrode01
John Wall,walljo01
Jrue Holiday,holidjr01
Harrison Barnes,barneha02
Tobias Harris,harrito02
Chris Paul,paulch01
Nikola Jokic,jokicni01
Eric Gordon,gordoer01
Jeremy Lin,linje01
Evan Fournier,fournev01
Eric Bledsoe,bledser01
Andrew Wiggins,wiggian01
Aaron Gordon,gordoaa01
Kevin Love,loveke01
Tim Hardaway Jr.,hardati02
Gary Harris,harriga01
Goran Dragic,dragigo01
Marc Gasol,gasolma01
Mike Conley,conlemi01
JJ Redick,redicjj01
Zach LaVine,lavinza01
Jamal Murray,murraja01
Dwight Howard,howardw01
Nikola Vucevic,vucevni01
Carmelo Anthony,anthoca01
Kawhi Leonard,leonaka01
Kyle Lowry,lowryky01
Brandon Ingram,ingrabr01
Kyle Kuzma,kuzmaky01
Julius Randle,randlju01
Ben Simmons,simmobe01
Will Barton,bartowi01
Nikola Mirotic,mirotni01
D'Angelo Russell,russeda01
Danilo Gallinari,gallida01
Isaiah Thomas,thomais02
Lauri Markkanen,markkla01
Dennis Smith Jr.,smithde03
Austin Rivers,riverau01
Andre Drummond,drumman01
Rodney Hood,hoodro01
Otto Porter Jr.,porteot01
Reggie Jackson,jacksre01
Paul Millsap,millspa01
Dario Saric,saricda01
Jaylen Brown,brownja02
Zach Randolph,randoza01
Avery Bradley,bradlav01
Bojan Bogdanovic,bogdabo02
Jusuf Nurkic,nurkiju01
Dion Waiters,waitedi01
Jeff Teague,teaguje01
Enes Freedom,kanteen01
Taurean Prince,princta02
Hassan Whiteside,whiteha01
Jordan Clarkson,clarkjo01
Steven Adams,adamsst01
Clint Capela,capelca01
Rondae Hollis-Jefferson,holliro01
Jonathon Simmons,simmojo02
Jayson Tatum,tatumja01
Marcus Morris,morrima03
DeMarre Carroll,carrode01
Rudy Gobert,goberru01
Buddy Hield,hieldbu01
Kentavious Caldwell-Pope,caldwke01
Kris Dunn,dunnkr01
Michael Beasley,beaslmi01
Allen Crabbe,crabbal01
Bobby Portis,portibo01
Josh Jackson,jacksjo02
Ricky Rubio,rubiori01
Malcolm Brogdon,brogdma01
Brook Lopez,lopezbr01
Kent Bazemore,bazemke01
Al Horford,horfoal01
Jeremy Lamb,lambje01
Josh Richardson,richajo01
Trey Burke,burketr01
Willie Cauley-Stein,caulewi01
Elfrid Payton,paytoel01
Wesley Matthews,matthwe02
Myles Turner,turnemy01
Jonas Valanciunas,valanjo01
Robert Covington,covinro01
Spencer Dinwiddie,dinwisp01
Serge Ibaka,ibakase01
Jabari Parker,parkeja01
E'Twaun Moore,mooreet01
Darren Collison,collida01
Derrick Favors,favorde01
Patrick Beverley,beverpa01
Taj Gibson,gibsota01
Justin Holiday,holidju01
Marco Belinelli,belinma01
Gerald Green,greenge01
Caris LeVert,leverca01
Andre Ingram,ingraan01
DeAndre Jordan,jordade01
Courtney Lee,leeco01
Dirk Nowitzki,nowitdi01
Bogdan Bogdanovic,bogdabo01
Robin Lopez,lopezro01
Kelly Oubre Jr.,oubreke01
Thaddeus Young,youngth01
Trevor Ariza,arizatr01
Tyler Johnson,johnsty01
J.J. Barea,bareajo01
Nicolas Batum,batumni01
De'Aaron Fox,foxde01
Domantas Sabonis,sabondo01
Rudy Gay,gayru01
Joe Ingles,inglejo01
Markieff Morris,morrima02
Kelly Olynyk,olynyke01
Dwyane Wade,wadedw01
Reggie Bullock,bullore01
Terry Rozier,roziete01
Wayne Ellington,ellinwa01
Frank Kaminsky,kaminfr01
Dillon Brooks,brookdi01
Draymond Green,greendr01
Montrezl Harrell,harremo01
Ersan Ilyasova,ilyaser01
Ish Smith,smithis01
Jeff Green,greenje02
Joe Harris,harrijo01
James Johnson,johnsja01
Damion Lee,leeda03
John Collins,collijo01
Greg Monroe,monrogr01
Jamal Crawford,crawfja01
JaMychal Green,greenja01
D.J. Augustin,augusdj01
Lonzo Ball,balllo01
Yogi Ferrell,ferreyo01
Marcus Smart,smartma01
Denzel Valentine,valende01
Pau Gasol,gasolpa01
George Hill,hillge01
Wilson Chandler,chandwi01
Dewayne Dedmon,dedmode01
C.J. Miles,milescj01
Patty Mills,millspa02
Trey Lyles,lylestr01
Jae Crowder,crowdja01
Tyrone Wallace,wallaty01
Mario Hezonja,hezonma01
Quinn Cook,cookqu01
Andrew Harrison,harrian01
Milos Teodosic,teodomi01
Marvin Williams,willima02
Mike James,jamesmi02
Al-Farouq Aminu,aminual01
Ryan Anderson,anderry01
Wayne Selden,seldewa01
Michael Kidd-Gilchrist,kiddgmi01
Kyle Korver,korveky01
Lance Stephenson,stephla01
Troy Daniels,danietr01
Manu Ginobili,ginobma01
Anthony Tolliver,tollian01
John Henson,hensojo01
Cameron Payne,payneca01
Mike Scott,scottmi01
Larry Nance Jr.,nancela02
Stanley Johnson,johnsst04
Skal Labissiere,labissk01
Johnathan Motley,motlejo01
Shabazz Napier,napiesh01
Terrence Ross,rosste01
Isaiah Canaan,canaais01
